Data Format: 
26432,10/28/14 08:45:00,-888.880,100.0,-0.204,0.006,217.,0.9,2.5,163.,48.22,93.8,46.53,48.67,0.00,4.57
26433,10/28/14 09:00:00,-888.880,8.8,-0.204,0.006,226.,1.6,3.8,152.,49.64,90.8,47.08,48.85,0.00,4.57
26434,10/28/14 09:15:00,-888.880,7.6,-0.204,0.006,262.,1.3,3.8,140.,51.67,87.3,48.04,49.06,0.00,4.57
26435,10/28/14 09:30:00,-888.880,7.1,-0.204,0.006,288.,1.3,3.8,135.,52.90,81.4,47.39,49.33,0.00,4.57
26436,10/28/14 09:45:00,-888.880,6.5,-0.204,0.006,309.,2.0,4.9,105.,54.70,74.6,46.81,49.57,0.00,4.57
26437,10/28/14 10:00:00,-888.880,6.5,-0.204,0.006,271.,2.0,5.8,143.,55.38,69.0,45.41,49.78,0.00,4.57
26438,10/28/14 10:15:00,-888.880,6.5,-0.204,0.006,366.,2.5,5.4,107.,56.43,67.2,45.72,50.05,0.00,4.56
26439,10/28/14 10:30:00,-888.880,5.9,-0.204,0.006,366.,2.9,7.8,119.,58.12,65.3,46.56,50.36,0.00,4.57
26440,10/28/14 10:45:00,-888.880,5.9,-0.204,0.006,397.,3.4,6.3,88.,59.05,64.3,47.05,50.61,0.00,4.57
26441,10/28/14 11:00:00,-888.880,5.9,-0.204,0.006,466.,2.9,5.8,91.,60.60,63.6,48.22,50.88,0.00,4.57
26442,10/28/14 11:15:00,-888.880,5.3,-0.204,0.006,514.,2.9,6.7,107.,61.59,62.5,48.69,51.10,0.00,4.59
26443,10/28/14 11:30:00,-888.880,5.3,-0.204,0.006,537.,3.4,6.3,74.,60.94,61.6,47.70,51.24,0.00,4.57
26444,10/28/14 11:45:00,-888.880,5.3,-0.204,0.006,601.,3.4,6.7,74.,62.10,60.9,48.47,51.37,0.00,4.57
26445,10/28/14 12:00:00,-888.880,5.3,-0.204,0.006,381.,2.9,6.3,86.,62.71,59.5,48.43,51.55,0.00,4.56
26446,10/28/14 12:15:00,-888.880,5.3,-0.204,0.006,563.,2.5,6.7,98.,65.48,59.4,50.99,51.80,0.00,4.56
26447,10/28/14 12:30:00,-888.880,5.3,-0.204,0.006,508.,3.4,10.7,202.,67.89,57.9,52.56,52.03,0.00,4.56
26448,10/28/14 12:45:00,-888.880,5.3,-0.204,0.006,503.,3.4,6.7,195.,68.52,58.0,53.20,52.34,0.00,4.56
26449,10/28/14 13:00:00,-888.880,4.7,-0.204,0.006,408.,4.3,8.7,170.,67.80,57.4,52.23,52.56,0.00,4.56
26450,10/28/14 13:15:00,-888.880,4.7,-0.204,0.006,342.,2.9,6.3,206.,69.94,56.6,53.85,52.81,0.00,4.56
26451,10/28/14 13:30:00,-888.880,4.7,-0.204,0.006,407.,4.3,11.2,204.,70.03,54.5,52.92,53.04,0.00,4.56
26452,10/28/14 13:45:00,-888.880,4.7,-0.204,0.006,331.,4.3,10.3,208.,68.58,55.0,51.80,53.26,0.00,4.56
26453,10/28/14 14:00:00,-888.880,4.7,-0.204,0.006,493.,4.9,11.2,229.,69.48,57.2,53.71,53.42,0.00,4.56
26454,10/28/14 14:15:00,-888.880,5.3,-0.204,0.006,458.,2.5,5.8,192.,70.84,55.3,54.07,53.60,0.00,4.56
26455,10/28/14 14:30:00,-888.880,4.7,-0.204,0.006,442.,2.9,9.2,208.,71.58,55.6,54.90,53.82,0.00,4.56
26456,10/28/14 14:45:00,-888.880,4.7,-0.204,0.006,419.,3.4,9.6,132.,66.69,55.7,50.38,54.00,0.00,4.56
26457,10/28/14 15:00:00,-888.880,4.1,-0.204,0.006,256.,4.9,8.7,53.,64.42,63.3,51.71,54.18,0.00,4.59
26458,10/28/14 15:15:00,-888.880,4.1,-0.204,0.006,129.,4.3,8.3,31.,64.38,66.2,52.90,54.25,0.00,4.56
26459,10/28/14 15:30:00,-888.880,4.7,-0.204,0.006,123.,2.9,6.7,52.,63.77,67.8,52.97,54.30,0.00,4.56
26460,10/28/14 15:45:00,-888.880,4.7,-0.204,0.006,93.,2.9,6.7,53.,63.39,69.7,53.35,54.30,0.00,4.56
26461,10/28/14 16:00:00,-888.880,5.3,-0.204,0.006,69.,2.9,6.3,49.,62.28,71.6,53.02,54.30,0.00,4.57
26462,10/28/14 16:15:00,-888.880,5.9,-0.204,0.006,76.,3.4,6.3,90.,61.34,73.8,52.93,54.30,0.00,4.56
26463,10/28/14 16:30:00,-888.880,6.5,-0.204,0.006,43.,4.3,6.7,79.,60.64,75.5,52.88,54.30,0.00,4.55
26464,10/28/14 16:45:00,-888.880,7.1,-0.204,0.006,33.,3.4,5.4,76.,60.13,76.7,52.83,54.25,0.00,4.54
26465,10/28/14 17:00:00,-888.880,7.6,-0.204,0.006,28.,2.5,4.5,83.,60.13,78.2,53.35,54.21,0.00,4.54
26466,10/28/14 17:15:00,-888.880,11.2,-0.204,0.006,12.,2.5,4.3,88.,59.36,79.0,52.88,54.18,0.00,4.49
26467,10/28/14 17:30:00,-888.880,17.1,-0.204,0.006,1.,1.3,2.5,101.,58.80,80.3,52.77,54.09,0.00,4.48
26468,10/28/14 17:45:00,-888.880,24.1,-0.204,0.006,1.,1.3,2.0,90.,58.28,81.6,52.70,53.94,0.00,4.48
26469,10/28/14 18:00:00,-888.880,34.1,-0.204,0.006,1.,1.6,2.5,88.,57.85,82.9,52.72,53.82,0.00,4.48
26470,10/28/14 18:15:00,-888.880,47.1,-0.204,0.006,1.,1.3,2.9,88.,57.29,84.1,52.56,53.69,0.00,4.45
26471,10/28/14 18:30:00,-888.880,96.5,-0.204,0.006,1.,0.0,1.3,90.,56.39,85.2,52.03,53.56,0.00,4.45
26472,10/28/14 18:45:00,-888.880,100.0,-0.204,0.006,1.,0.0,1.3,90.,55.56,86.4,51.60,53.42,0.00,4.45
26473,10/28/14 19:00:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.9,90.,54.95,87.6,51.37,53.29,0.00,4.45
26474,10/28/14 19:15:00,-888.880,100.0,-0.204,0.006,1.,0.4,1.3,90.,55.22,88.7,51.96,53.11,0.00,4.44
26475,10/28/14 19:30:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.9,90.,54.48,89.4,51.46,52.99,0.00,4.44
26476,10/28/14 19:45:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.9,90.,54.70,90.1,51.87,52.90,0.00,4.44
26477,10/28/14 20:00:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.0,90.,54.55,90.8,51.94,52.81,0.00,4.44
26478,10/28/14 20:15:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.4,90.,54.95,91.9,52.66,52.74,0.00,4.42
26479,10/28/14 20:30:00,-888.880,100.0,-0.204,0.006,1.,0.9,3.8,110.,56.43,92.7,54.37,52.65,0.00,4.43
26480,10/28/14 20:45:00,-888.880,100.0,-0.204,0.006,1.,1.6,4.3,208.,57.63,93.4,55.78,52.56,0.00,4.43
26481,10/28/14 21:00:00,-888.880,100.0,-0.204,0.006,1.,1.6,5.4,215.,57.60,93.6,55.80,52.56,0.00,4.43
26482,10/28/14 21:15:00,-888.880,100.0,-0.204,0.006,1.,1.6,4.3,216.,57.25,94.1,55.60,52.56,0.00,4.41
26483,10/28/14 21:30:00,-888.880,100.0,-0.204,0.006,1.,2.0,5.8,204.,57.25,94.6,55.74,52.56,0.00,4.42
26484,10/28/14 21:45:00,-888.880,100.0,-0.204,0.006,1.,1.6,5.4,220.,56.30,94.8,54.86,52.56,0.00,4.42
26485,10/28/14 22:00:00,-888.880,100.0,-0.204,0.006,1.,1.6,4.5,268.,56.61,95.4,55.33,52.56,0.00,4.44
26486,10/28/14 22:15:00,-888.880,100.0,-0.204,0.006,1.,0.9,2.9,306.,56.25,95.7,55.06,52.50,0.00,4.40
26487,10/28/14 22:30:00,-888.880,100.0,-0.204,0.006,1.,0.4,1.6,306.,54.73,95.7,53.56,52.47,0.00,4.41
26488,10/28/14 22:45:00,-888.880,100.0,-0.204,0.006,1.,0.4,1.3,306.,54.43,95.8,53.28,52.43,0.00,4.42
26489,10/28/14 23:00:00,-888.880,100.0,-0.204,0.006,1.,0.4,1.6,306.,53.82,96.0,52.74,52.38,0.00,4.42
26490,10/28/14 23:15:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.4,306.,53.35,96.2,52.32,52.34,0.00,4.39
26491,10/28/14 23:30:00,-888.880,100.0,-0.204,0.006,1.,0.0,1.3,306.,53.60,96.5,52.65,52.29,0.00,4.39
26492,10/28/14 23:45:00,-888.880,100.0,-0.204,0.006,1.,0.9,1.3,306.,52.99,96.6,52.07,52.25,0.00,4.40
26493,10/29/14 00:00:00,-888.880,100.0,-0.204,0.006,1.,0.9,1.6,306.,52.65,96.6,51.73,52.25,0.00,4.40
26494,10/29/14 00:15:00,-888.880,100.0,-0.204,0.006,1.,0.0,1.3,306.,52.43,96.8,51.57,52.25,0.00,4.38
26495,10/29/14 00:30:00,-888.880,100.0,-0.204,0.006,1.,0.9,1.6,306.,52.25,96.9,51.42,52.29,0.00,4.39
26496,10/29/14 00:45:00,-888.880,100.0,-0.204,0.006,1.,0.4,1.6,306.,52.12,96.9,51.30,52.34,0.00,4.39
26497,10/29/14 01:00:00,-888.880,100.0,-0.204,0.006,1.,0.9,2.0,306.,52.07,97.1,51.30,52.38,0.00,4.39
26498,10/29/14 01:15:00,-888.880,100.0,-0.204,0.006,1.,0.9,2.0,306.,51.80,97.2,51.06,52.43,0.00,4.38
26499,10/29/14 01:30:00,-888.880,100.0,-0.204,0.006,1.,0.0,1.6,306.,51.64,97.2,50.90,52.43,0.00,4.39
26500,10/29/14 01:45:00,-888.880,100.0,-0.204,0.006,1.,0.4,1.3,306.,51.58,97.4,50.90,52.47,0.00,4.39
26501,10/29/14 02:00:00,-888.880,100.0,-0.204,0.006,1.,0.0,1.3,306.,51.80,97.4,51.12,52.50,0.00,4.39
26502,10/29/14 02:15:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.4,306.,51.94,97.5,51.28,52.59,0.00,4.37
26503,10/29/14 02:30:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.9,306.,52.34,97.5,51.67,52.65,0.00,4.42
26504,10/29/14 02:45:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.9,306.,52.68,97.5,52.02,52.74,0.00,4.38
26505,10/29/14 03:00:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.4,306.,52.90,97.5,52.23,52.81,0.00,4.39
26506,10/29/14 03:15:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.0,306.,53.20,97.6,52.57,52.90,0.00,4.36
26507,10/29/14 03:30:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.9,306.,53.35,97.7,52.74,52.99,0.00,4.37
26508,10/29/14 03:45:00,-888.880,100.0,-0.204,0.006,1.,0.0,1.3,306.,53.51,97.7,52.90,53.04,0.00,4.38
26509,10/29/14 04:00:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.4,306.,54.00,97.7,53.38,53.11,0.00,4.38
26510,10/29/14 04:15:00,-888.880,100.0,-0.204,0.006,1.,1.3,5.8,286.,56.61,98.1,56.10,53.11,0.00,4.36
26511,10/29/14 04:30:00,-888.880,100.0,-0.204,0.006,1.,0.9,2.0,211.,56.34,97.9,55.78,53.11,0.00,4.36
26512,10/29/14 04:45:00,-888.880,100.0,-0.204,0.006,1.,0.9,2.5,234.,55.78,98.0,55.26,53.08,0.00,4.37
26513,10/29/14 05:00:00,-888.880,100.0,-0.204,0.006,1.,0.9,2.5,234.,56.08,98.1,55.58,53.04,0.00,4.38
26514,10/29/14 05:15:00,-888.880,100.0,-0.204,0.006,1.,0.0,2.0,234.,55.47,98.0,54.95,52.99,0.00,4.36
26515,10/29/14 05:30:00,-888.880,100.0,-0.204,0.006,1.,0.0,4.3,234.,56.34,98.3,55.89,52.95,0.00,4.36
26516,10/29/14 05:45:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.0,243.,56.52,98.2,56.05,52.90,0.00,4.37
26517,10/29/14 06:00:00,-888.880,100.0,-0.204,0.006,1.,0.9,4.3,236.,56.89,98.3,56.44,52.95,0.00,4.37
26518,10/29/14 06:15:00,-888.880,100.0,-0.204,0.006,1.,0.0,3.4,241.,57.16,98.3,56.71,52.99,0.00,4.36
26519,10/29/14 06:30:00,-888.880,100.0,-0.204,0.006,1.,0.9,6.3,251.,57.60,98.4,57.18,53.04,0.00,4.36
26520,10/29/14 06:45:00,-888.880,100.0,-0.204,0.006,1.,1.3,5.8,250.,58.03,98.4,57.61,53.08,0.00,4.36
26521,10/29/14 07:00:00,-888.880,100.0,-0.204,0.006,3.,0.4,4.5,267.,57.81,98.3,57.36,53.08,0.00,4.37
26522,10/29/14 07:15:00,-888.880,100.0,-0.204,0.006,8.,0.4,2.0,267.,57.29,98.3,56.84,53.08,0.00,4.35
26523,10/29/14 07:30:00,-888.880,100.0,-0.204,0.006,23.,0.4,2.9,244.,57.33,98.4,56.91,53.11,0.00,4.36
26524,10/29/14 07:45:00,-888.880,100.0,-0.204,0.006,38.,0.0,0.0,271.,57.85,98.4,57.43,53.20,0.00,4.38
26525,10/29/14 08:00:00,-888.880,100.0,-0.204,0.006,56.,0.4,5.4,230.,58.53,98.5,58.14,53.38,0.00,4.40
26526,10/29/14 08:15:00,-888.880,100.0,-0.204,0.006,72.,2.0,6.3,233.,59.40,98.4,58.98,53.65,0.00,4.43
26527,10/29/14 08:30:00,-888.880,100.0,-0.204,0.006,93.,2.0,10.7,246.,60.01,98.3,59.56,53.94,0.00,4.47
26528,10/29/14 08:45:00,-888.880,100.0,-0.204,0.006,113.,2.5,10.1,236.,60.51,98.1,60.01,54.25,0.00,4.54
26529,10/29/14 09:00:00,-888.880,100.0,-0.204,0.006,164.,3.4,7.4,227.,61.25,97.8,60.66,54.55,0.00,4.56
26530,10/29/14 09:15:00,-888.880,72.9,-0.204,0.006,171.,4.3,7.8,230.,61.90,97.3,61.16,54.91,0.00,4.56
26531,10/29/14 09:30:00,-888.880,32.4,-0.204,0.006,171.,4.3,9.6,227.,62.46,96.9,61.61,55.35,0.00,4.56
26532,10/29/14 09:45:00,-888.880,21.2,-0.204,0.006,197.,3.8,8.3,223.,63.21,96.3,62.19,55.65,0.00,4.56
26533,10/29/14 10:00:00,-888.880,16.5,-0.204,0.006,202.,4.9,12.1,227.,63.99,95.0,62.56,55.96,0.00,4.56
26534,10/29/14 10:15:00,-888.880,14.1,-0.204,0.006,216.,4.5,10.1,227.,64.76,92.7,62.64,56.21,0.00,4.56
26535,10/29/14 10:30:00,-888.880,12.4,-0.204,0.006,231.,4.9,9.2,233.,65.35,90.0,62.38,56.55,0.00,4.56
26536,10/29/14 10:45:00,-888.880,11.2,-0.204,0.006,253.,4.5,10.7,223.,66.60,87.6,62.83,56.98,0.00,4.57
26537,10/29/14 11:00:00,-888.880,10.6,-0.204,0.006,291.,5.4,10.7,220.,67.12,85.4,62.64,57.38,0.00,4.56
26538,10/29/14 11:15:00,-888.880,10.0,-0.204,0.006,374.,5.4,12.1,222.,68.27,83.4,63.09,57.69,0.00,4.56
26539,10/29/14 11:30:00,-888.880,8.8,-0.204,0.006,406.,4.9,10.7,229.,69.94,80.3,63.64,57.97,0.00,4.56
26540,10/29/14 11:45:00,-888.880,8.8,-0.204,0.006,317.,4.5,9.6,223.,70.25,77.9,63.07,58.28,0.00,4.56
26541,10/29/14 12:00:00,-888.880,8.2,-0.204,0.006,287.,4.3,9.6,222.,70.93,76.8,63.34,58.46,0.00,4.56
26542,10/29/14 12:15:00,-888.880,8.2,-0.204,0.006,348.,4.5,10.1,227.,71.15,75.7,63.12,58.68,0.00,4.56
26543,10/29/14 12:30:00,-888.880,8.2,-0.204,0.006,281.,4.5,10.1,218.,71.40,74.5,62.91,58.84,0.00,4.56
26544,10/29/14 12:45:00,-888.880,8.2,-0.204,0.006,336.,4.3,7.8,229.,72.57,73.4,63.63,59.02,0.00,4.56
26545,10/29/14 13:00:00,-888.880,8.2,-0.204,0.006,364.,4.5,9.6,237.,72.73,71.4,62.98,59.14,0.00,4.56
26546,10/29/14 13:15:00,-888.880,8.2,-0.204,0.006,461.,4.5,10.1,211.,72.95,70.4,62.80,59.14,0.00,4.56
26547,10/29/14 13:30:00,-888.880,7.6,-0.204,0.006,282.,4.5,10.7,218.,72.86,68.7,62.01,58.96,0.00,4.56
26548,10/29/14 13:45:00,-888.880,7.6,-0.204,0.006,288.,3.8,10.1,218.,73.78,68.4,62.76,58.59,0.00,4.56
26549,10/29/14 14:00:00,-888.880,7.1,-0.204,0.006,312.,3.8,8.7,237.,74.30,66.4,62.42,58.15,0.00,4.56
26550,10/29/14 14:15:00,-888.880,7.1,-0.204,0.006,238.,5.4,12.5,226.,74.08,65.3,61.74,57.85,0.00,4.56
26551,10/29/14 14:30:00,-888.880,7.1,-0.204,0.006,471.,4.5,10.7,248.,75.25,63.3,61.97,57.85,0.00,4.56
26552,10/29/14 14:45:00,-888.880,6.5,-0.204,0.006,312.,4.9,13.0,247.,74.95,61.0,60.62,57.94,0.00,4.56
26553,10/29/14 15:00:00,-888.880,6.5,-0.204,0.006,351.,5.4,14.1,254.,74.77,60.5,60.22,57.97,0.00,4.56
26554,10/29/14 15:15:00,-888.880,6.5,-0.204,0.006,261.,5.8,13.0,251.,73.51,60.8,59.18,58.03,0.00,4.56
26555,10/29/14 15:30:00,-888.880,6.5,-0.204,0.006,109.,4.9,11.6,256.,73.04,62.1,59.34,58.06,0.00,4.56
26556,10/29/14 15:45:00,-888.880,6.5,-0.204,0.006,129.,4.5,13.0,260.,72.95,62.5,59.43,58.12,0.00,4.56
26557,10/29/14 16:00:00,-888.880,6.5,-0.204,0.006,196.,4.3,10.7,260.,74.21,61.9,60.35,58.06,0.00,4.56
26558,10/29/14 16:15:00,-888.880,6.5,-0.204,0.006,57.,4.5,10.3,258.,72.64,60.8,58.37,58.12,0.00,4.54
26559,10/29/14 16:30:00,-888.880,6.5,-0.204,0.006,44.,7.4,18.6,319.,67.03,65.7,55.20,58.12,0.00,4.54
26560,10/29/14 16:45:00,-888.880,6.5,-0.204,0.006,17.,6.7,18.3,348.,65.14,73.9,56.64,58.12,0.00,4.51
26561,10/29/14 17:00:00,-888.880,7.1,-0.204,0.006,21.,4.9,12.5,333.,64.38,75.5,56.50,57.97,0.00,4.49
26562,10/29/14 17:15:00,-888.880,6.5,-0.204,0.006,13.,6.3,13.0,296.,63.27,72.6,54.36,57.81,0.00,4.47
26563,10/29/14 17:30:00,-888.880,6.5,-0.204,0.006,2.,6.3,15.4,312.,62.46,69.7,52.47,57.63,0.00,4.46
26564,10/29/14 17:45:00,-888.880,6.5,-0.204,0.006,1.,5.8,15.0,316.,61.97,68.2,51.40,57.47,0.00,4.46
26565,10/29/14 18:00:00,-888.880,5.9,-0.204,0.006,1.,5.4,12.5,307.,61.81,64.6,49.78,57.29,0.00,4.42
26566,10/29/14 18:15:00,-888.880,5.3,-0.204,0.006,1.,5.4,11.6,292.,61.41,60.4,47.61,57.11,0.00,4.44
26567,10/29/14 18:30:00,-888.880,5.3,-0.204,0.006,1.,3.4,9.6,286.,61.07,60.3,47.25,56.98,0.00,4.44
26568,10/29/14 18:45:00,-888.880,5.3,-0.204,0.006,1.,2.9,9.2,289.,60.78,60.7,47.16,56.86,0.00,4.44
26569,10/29/14 19:00:00,-888.880,5.3,-0.204,0.006,1.,3.8,9.2,299.,60.22,59.1,45.91,56.77,0.00,4.42
26570,10/29/14 19:15:00,-888.880,5.3,-0.204,0.006,1.,2.9,7.2,300.,59.83,58.4,45.23,56.64,0.00,4.43
26571,10/29/14 19:30:00,-888.880,5.3,-0.204,0.006,1.,1.6,5.4,323.,59.40,58.9,45.05,56.55,0.00,4.43
26572,10/29/14 19:45:00,-888.880,5.3,-0.204,0.006,1.,2.9,7.4,292.,59.23,59.3,45.07,56.46,0.00,4.46
26573,10/29/14 20:00:00,-888.880,100.0,-0.204,0.006,1.,4.3,9.2,309.,56.64,61.7,43.68,56.39,0.00,4.40
26574,10/29/14 20:15:00,-888.880,100.0,-0.204,0.006,1.,4.5,10.3,305.,53.38,77.1,46.42,56.46,0.01,4.42
26575,10/29/14 20:30:00,-888.880,100.0,-0.204,0.006,1.,2.9,7.4,309.,52.56,85.6,48.38,56.52,0.00,4.42
26576,10/29/14 20:45:00,-888.880,100.0,-0.204,0.006,1.,2.9,6.7,253.,52.29,88.4,48.97,56.64,0.00,4.42
26577,10/29/14 21:00:00,-888.880,100.0,-0.204,0.006,1.,1.6,4.5,271.,52.16,90.0,49.33,56.68,0.01,4.39
26578,10/29/14 21:15:00,-888.880,100.0,-0.204,0.006,1.,1.3,4.5,234.,52.20,90.8,49.60,56.68,0.00,4.40
26579,10/29/14 21:30:00,-888.880,100.0,-0.204,0.006,1.,1.6,3.8,239.,52.29,91.5,49.91,56.68,0.00,4.42
26580,10/29/14 21:45:00,-888.880,100.0,-0.204,0.006,1.,2.5,4.9,246.,52.29,92.3,50.14,56.73,0.01,4.42
26581,10/29/14 22:00:00,-888.880,100.0,-0.204,0.006,1.,1.6,4.5,268.,52.20,92.9,50.23,56.82,0.00,4.39
26582,10/29/14 22:15:00,-888.880,100.0,-0.204,0.006,1.,2.0,5.8,246.,52.25,93.4,50.43,56.86,0.00,4.40
26583,10/29/14 22:30:00,-888.880,100.0,-0.204,0.006,1.,2.9,7.2,247.,52.29,93.9,50.61,56.82,0.00,4.40
26584,10/29/14 22:45:00,-888.880,100.0,-0.204,0.006,1.,3.4,6.7,244.,52.38,94.2,50.77,56.77,0.00,4.40
26585,10/29/14 23:00:00,-888.880,100.0,-0.204,0.006,1.,3.4,7.4,243.,52.34,94.5,50.83,56.77,0.00,4.38
26586,10/29/14 23:15:00,-888.880,100.0,-0.204,0.006,1.,3.4,7.4,253.,52.29,94.6,50.81,56.73,0.00,4.39
26587,10/29/14 23:30:00,-888.880,100.0,-0.204,0.006,1.,3.4,6.7,253.,51.98,94.6,50.50,56.68,0.00,4.39
26588,10/29/14 23:45:00,-888.880,100.0,-0.204,0.006,1.,2.9,6.3,253.,51.89,94.6,50.41,56.64,0.00,4.39
26589,10/30/14 00:00:00,-888.880,100.0,-0.204,0.006,1.,2.5,6.3,265.,51.58,94.7,50.14,56.55,0.00,4.37
26590,10/30/14 00:15:00,-888.880,100.0,-0.204,0.006,1.,3.4,8.7,275.,50.76,93.8,49.06,56.43,0.00,4.39
26591,10/30/14 00:30:00,-888.880,100.0,-0.204,0.006,1.,2.0,4.9,265.,49.73,93.2,47.86,56.25,0.00,4.39
26592,10/30/14 00:45:00,-888.880,100.0,-0.204,0.006,1.,2.5,4.9,258.,49.21,93.1,47.32,56.03,0.00,4.39
26593,10/30/14 01:00:00,-888.880,100.0,-0.204,0.006,1.,2.0,4.5,254.,48.49,92.8,46.53,55.81,0.00,4.36
26594,10/30/14 01:15:00,-888.880,100.0,-0.204,0.006,1.,0.4,2.9,270.,47.52,92.9,45.59,55.56,0.00,4.38
26595,10/30/14 01:30:00,-888.880,100.0,-0.204,0.006,1.,0.9,2.0,270.,46.80,93.4,45.01,55.26,0.00,4.39
26596,10/30/14 01:45:00,-888.880,100.0,-0.204,0.006,1.,1.3,2.9,264.,46.49,93.6,44.76,54.99,0.00,4.39
26597,10/30/14 02:00:00,-888.880,100.0,-0.204,0.006,1.,0.4,2.9,260.,45.72,93.5,43.97,54.77,0.00,4.36
26598,10/30/14 02:15:00,-888.880,100.0,-0.204,0.006,1.,1.6,3.4,271.,45.39,93.7,43.70,54.52,0.00,4.37
26599,10/30/14 02:30:00,-888.880,100.0,-0.204,0.006,1.,0.9,3.4,291.,44.76,93.9,43.12,54.25,0.00,4.38
26600,10/30/14 02:45:00,-888.880,100.0,-0.204,0.006,1.,1.6,4.3,282.,44.76,94.2,43.21,54.03,0.00,4.38
26601,10/30/14 03:00:00,-888.880,100.0,-0.204,0.006,1.,2.0,3.8,268.,44.67,94.2,43.12,53.91,0.00,4.35
26602,10/30/14 03:15:00,-888.880,100.0,-0.204,0.006,1.,0.9,3.4,268.,43.75,94.1,42.19,53.69,0.00,4.36
26603,10/30/14 03:30:00,-888.880,100.0,-0.204,0.006,1.,0.0,2.0,264.,42.89,94.4,41.40,53.51,0.00,4.39
26604,10/30/14 03:45:00,-888.880,100.0,-0.204,0.006,1.,0.0,1.3,264.,42.71,94.6,41.27,53.29,0.00,4.38
26605,10/30/14 04:00:00,-888.880,100.0,-0.204,0.006,1.,0.4,1.6,264.,42.48,94.8,41.11,53.08,0.00,4.35
26606,10/30/14 04:15:00,-888.880,100.0,-0.204,0.006,1.,1.3,3.8,226.,42.75,94.9,41.40,52.86,0.00,4.36
26607,10/30/14 04:30:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.0,219.,41.09,94.8,39.72,52.74,0.00,4.36
26608,10/30/14 04:45:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.0,219.,40.48,95.3,39.25,52.50,0.00,4.36
26609,10/30/14 05:00:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.0,219.,40.39,95.7,39.27,52.34,0.00,4.35
26610,10/30/14 05:15:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.0,219.,40.44,96.0,39.40,52.20,0.00,4.36
26611,10/30/14 05:30:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.0,219.,40.30,96.2,39.31,52.03,0.00,4.36
26612,10/30/14 05:45:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.0,219.,39.31,96.2,38.32,51.89,0.00,4.36
26613,10/30/14 06:00:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.0,226.,39.54,96.4,38.61,51.76,0.00,4.35
26614,10/30/14 06:15:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.0,271.,39.31,96.5,38.41,51.67,0.00,4.35
26615,10/30/14 06:30:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.0,271.,38.79,96.6,37.90,51.55,0.00,4.36
26616,10/30/14 06:45:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.0,271.,39.16,96.9,38.35,51.42,0.00,4.39
26617,10/30/14 07:00:00,-888.880,100.0,-0.204,0.006,1.,0.0,0.0,271.,38.98,96.9,38.17,51.28,0.00,4.34
26618,10/30/14 07:15:00,-888.880,100.0,-0.204,0.006,6.,0.0,0.0,271.,39.16,97.1,38.41,51.19,0.00,4.35
26619,10/30/14 07:30:00,-888.880,100.0,-0.204,0.006,13.,0.0,0.0,270.,39.78,97.2,39.06,51.10,0.01,4.36
26620,10/30/14 07:45:00,-888.880,100.0,-0.204,0.006,56.,0.9,2.9,267.,40.77,97.1,40.01,51.03,0.00,4.45
26621,10/30/14 08:00:00,-888.880,100.0,-0.204,0.006,27.,2.0,4.9,271.,41.14,97.0,40.37,50.94,0.00,4.45
26622,10/30/14 08:15:00,-888.880,100.0,-0.204,0.006,179.,1.6,3.8,271.,42.80,96.7,41.94,50.88,0.00,4.55
26623,10/30/14 08:30:00,-888.880,100.0,-0.204,0.006,212.,2.0,4.5,277.,44.76,95.7,43.63,50.94,0.00,4.56
26624,10/30/14 08:45:00,-888.880,54.7,-0.204,0.006,244.,3.4,7.8,256.,46.62,93.2,44.78,50.97,0.00,4.57
26625,10/30/14 09:00:00,-888.880,22.4,-0.204,0.006,278.,2.9,6.7,268.,48.36,89.6,45.46,51.06,0.00,4.57
26626,10/30/14 09:15:00,-888.880,8.8,-0.204,0.006,314.,2.9,6.3,271.,49.96,85.0,45.66,51.28,0.00,4.59
26627,10/30/14 09:30:00,-888.880,8.2,-0.204,0.006,346.,2.9,7.2,270.,51.33,81.0,45.72,51.37,0.00,4.59
26628,10/30/14 09:45:00,-888.880,7.6,-0.204,0.006,376.,3.8,10.1,282.,52.29,76.8,45.25,51.64,0.00,4.59
